date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:09:02	1993/1993	---MCZ	200	added ('OK')	application/json	etag:%221834-1761538140;gz%22	https://wearebreakfast.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwearebreakfast.com%2Flatest-work%2F	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/wp-json/oembed/1.0/embed5eb4.json	(from https://wearebreakfast.com/latest-work/)
11:09:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Oct%202025%2004:09:00%20GMT	https://wearebreakfast.com/?p=21	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/index3965.html	(from https://wearebreakfast.com/latest-work/)
11:09:03	2139/2139	---MCZ	200	added ('OK')	text/xml	etag:%221835-1761538142;gz%22	https://wearebreakfast.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwearebreakfast.com%2Flatest-work%2F&format=xml	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/wp-json/oembed/1.0/embedd38e	(from https://wearebreakfast.com/latest-work/)
11:09:03	62688/62688	---M--	200	added ('OK')	image/png	etag:%22f4e0-5efc5d8f778f8%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/themes/breakfast/assets/dist/images/play-it-loud-sticker.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/themes/breakfast/assets/dist/images/play-it-loud-sticker.png	(from https://wearebreakfast.com/latest-work/)
11:09:03	68041/68041	---M--	200	added ('OK')	image/png	etag:%22109c9-5eda9e8d117ff%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/award-sticker@4x.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/award-sticker@4x.png	(from https://wearebreakfast.com/latest-work/)
11:09:03	365331/365331	---M--	200	added ('OK')	image/png	etag:%2259313-615d28e6b553b%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/ATLWCS_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/ATLWCS_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:05	429894/429894	---M--	200	added ('OK')	image/png	etag:%2268f46-615d2bd08bfa5%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Color-Purple_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Color-Purple_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:05	205921/205921	---M--	200	added ('OK')	image/png	etag:%2232461-5e8982c77862b%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/vinyl.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/vinyl.png	(from https://wearebreakfast.com/latest-work/)
11:09:05	87585/87585	---M--	200	added ('OK')	image/png	etag:%2215621-5e8982c6ead3c%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/arm.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/arm.png	(from https://wearebreakfast.com/latest-work/)
11:09:05	148362/148362	---M--	200	added ('OK')	image/jpeg	etag:%222438a-5e8982c722b20%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/background.jpeg	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/background.jpg	(from https://wearebreakfast.com/latest-work/)
11:09:06	106612/106612	---M--	200	added ('OK')	image/png	etag:%221a074-615d2c246db0e%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/3-Body-Problems_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/3-Body-Problems_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:06	217485/217485	---M--	200	added ('OK')	image/png	etag:%223518d-615d2614bdc79%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/Ghosted_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/Ghosted_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:06	44160/44160	---M--	200	added ('OK')	audio/mpeg	etag:%22ac80-5e8c1aa815363%22	https://wearebreakfast.com/wp-content/uploads/scratch.mp3	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/wp-content/uploads/scratch.mp3	(from https://wearebreakfast.com/latest-work/)
11:09:06	144161/144161	---M--	200	added ('OK')	image/png	etag:%2223321-615d2999c0040%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Watcher_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Watcher_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:07	153727/153727	---M--	200	added ('OK')	image/png	etag:%222587f-615d2a4162efe%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Witcher_Logo0.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/The-Witcher_Logo0.png	(from https://wearebreakfast.com/latest-work/)
11:09:07	141663/141663	---M--	200	added ('OK')	image/png	etag:%222295f-5e9bcfdda79b4%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg.png	(from https://wearebreakfast.com/latest-work/)
11:09:07	193518/193518	---M--	200	added ('OK')	image/png	etag:%222f3ee-5e9bcfdce0b27%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/mountains.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/mountains.png	(from https://wearebreakfast.com/latest-work/)
11:09:08	269368/269368	---M--	200	added ('OK')	image/jpeg	etag:%2241c38-5e9bcfdd44461%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/highway.jpeg	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/highway.jpg	(from https://wearebreakfast.com/latest-work/)
11:09:08	1466/1466	---MCZ	200	added ('OK')	application/json	date:Mon,%2027%20Oct%202025%2004:09:07%20GMT	https://wearebreakfast.com/wp-json/wp/v2/pages/23	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/wp-json/wp/v2/pages/23.json	(from https://wearebreakfast.com/about/)
11:09:09	1963/1963	---MCZ	200	added ('OK')	application/json	etag:%221836-1761538148;gz%22	https://wearebreakfast.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwearebreakfast.com%2Fabout%2F	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/wp-json/oembed/1.0/embed0d87.json	(from https://wearebreakfast.com/about/)
